Etunimi;Lukumäärä
Benedetta;8
Benedicta;12
Benedicte;12
Benedikta;8
Benedikte;9
Bengta;6
Bengtsdotter;8
Benin;11
Benina;13
Benita;1332
Benitta;6
Benjamin;10
Bent;26
Bente;9
Bera;5
Beren;6
Berenice;7
Berenike;8
Berfin;60
Berina;7
Berit;1288
Berita;8
Beritan;9
Berith;25
Beritta;5
Berivan;28
Bernadette;32
Bernhardina;5
Bernice;228
Berrin;5
Berta;77
Bertha;59
Bertilsdotter;5
Bertina;11
Bertta;1036
Beryl;19
Besa;10
Besarta;13
Besiana;5
Bess;8
Beth;17
Bethany;8
Bethel;10
Betina;16
Betra;5
Betsy;8
Betta;10
Bette;8
Betti;22
Bettiina;213
Bettina;803
Betty;203
Betul;9
Betül;10
Beyza;5
Bia;14
Bianca;427
Bianka;7
Bibi;30
Bich;56
Bigga;21
Bilan;10
Bile;11
Biljana;9
Billie;14
Bina;9
Binh;5
Bint;11
Binta;31
Binte;22
Binti;5
Bintou;12
Bintu;6
Biret;14
Birge;7
Birgersdotter;8
Birgetta;59
Birgit;3135
Birgith;6
Birgitt;19
Birgitta;14691
Birgitte;49
Birit;67
Birita;18
Biritta;36
Birjetta;9
Birketta;9
Birkitta;64
Birte;7
Birthe;22
Bishaaro;5
Bisharo;5
Bita;11
Bitja;6
Björg;5
Björk;9
Björnsdotter;32
Blanca;31
Blanche;8
Blandine;5
Blanka;28
Blenda;9
Bleona;11
Blerina;16
Blerona;5
Blerta;20
Blessing;29
Blondina;6
Blondine;24
Blue;5
Bluebell;5
Bo;8
Bodil;235
Boel;21
Bogdana;8
Boglárka;5
Boi;6
Bojan;18
Bonita;12
Bonnie;21
Borbála;8
Borghild;15
Borisovna;24
Bosdotter;11
Bouchra;11
Bozena;11
Bree;5
Brenda;48
Brenna;5
Bria;19
Briana;19
Brianna;74
Brianne;5
Bricella;10
Bricilla;8
Bridget;16
Brielle;8
Brigit;5
Brigitta;46
Brigitte;67
Briita;40
Briitta;578
Briitta-Liisa;20
Brisella;7
Brit;7
Brita;1735
Brita-Liisa;22
Brita-Lisa;13
Brita-Stina;6
Britney;8
Britt;384
Britta;718
Brittany;9
Britten;6
Britt-Helen;17
Britt-Inger;36
Britt-Lis;6
Britt-Louise;49
Britt-Maj;22
Britt-Mari;164
Britt-Marie;399
Britt-May;5
Brooke;18
Bruna;7
Brynhild;9
Burcu;5
Burhan;7
Buse;7
Bushra;43
Busra;5
Büsra;8
Buule;5
C;5
Caarin;6
Caisa;23
Caisha;12
Caitlin;36
Caitlyn;11
Caitriona;5
Cajsa;84
Cajsa-Stina;5
Cali;7
Calista;10
Calla;6
Cam;31
Camelia;10
Cami;11
Camila;49
Camilia;6
Camilla;5719
Camille;49
Camomilla;7
Canan;12
Candace;5
Candice;11
Candy;9
Cansu;11
Capri;7
Caprice;5
Cara;80
Caramia;17
Carelia;30
Caren;13
Carena;5
Caridad;8
Cariina;24
Carin;213
Carina;1895
Carine;27
Carissa;26
Carita;6971
Caritas;5
Caritha;7
Caritta;16
Carla;365
Carlene;5
Carlina;5
Carlota;12
Carlotta;43
Carlsdotter;8
Carme;7
Carmel;19
Carmela;94
Carmelita;8
Carmen;450
Carmencita;6
Carmina;6
Caro;16
Carol;61
Carola;1958
Carole;16
Caroliina;294
Carolin;126
Carolina;2052
Caroline;1131
Carolyn;42
Casandra;106
Casimira;6
Cassandra;452
Cassia;8
Castalia;9
Cat;8
Cata;7
Cataleya;14
Catalina;81
Catariina;37
Catarina;599
Catarine;10
Caterina;102
Caterine;9
Catharina;702
Catharine;30
Catherina;35
Catherine;419
Cathérine;7
Cathina;8
Cathleen;6
Cathrin;24
Cathrina;11
Cathrine;94
Cathryn;12
Cathy;14
Cati;6
Catina;8
Catja;12
Catriina;14
Catrin;106
Catrina;34
Catrine;105
Catriona;17
Caty;5
Cayenne;5
Cea;5
Cecelia;6
Cecil;5
Cecile;20
Cécile;25
Cecilia;4822
Cécilia;17
Cecilie;37
Ceela;9
Ceelia;5
Celena;9
Celene;6
Celeste;121
Céleste;6
Celestia;10
Celestina;8
Celestine;18
Célestine;8
Celia;139
Célia;7
Celin;5
Celina;308
Celinda;54
Celine;174
Céline;49
Cemile;11
Cemre;5
Cenita;8
Cennet;8
Cera;5
Ceren;12
Ceres;11
Cerys;8
Cesilia;150
Cessa;6
Ceyda;6
Chaima;7
Chaimae;5
Chalita;5
Chan;9
Chana;7
Chandra;10
Chanel;43
Chanelle;17
Chanette;15
Chang;5
Chantal;76
Chantel;9
Chantelle;25
Chanya;5
Charina;7
Charissa;5
Charita;9
Charity;10
Charlene;28
Charles;8
Charlie;13
Charline;5
Charlize;11
Charlot;12
Charlott;116
Charlotta;3878
Charlotte;1779
Charmaine;6
Chasmine;6
Chatarina;62
Chatarine;6
Chatrin;13
Chatrina;9
Chatrine;18
Chau;31
Chaweewan;5
Chayapa;6
Chebet;7
Chelsea;54
Chen;14
Cheng;5
Cheri;11
Cherie;9
Cherifa;5
Cherry;10
Cheryl;24
Chevelle;5
Cheyenne;11
Chi;44
Chia;20
Chiamaka;23
Chiara;102
Chidera;12
Chidimma;6
Chidinma;8
Chikaima;5
Chimamanda;11
Chiman;8
Chinenye;6
Ching;11
Chinh;5
Chintana;5
Chinyere;6
Chioma;33
Chira;11
Chisom;8
Chloe;113
Chloé;58
Chloë;5
Cho;8
Chris;33
Chris-Marie;5
Chrisse;11
Christa;687
Christabel;15
Christal;27
Christa-Maria;10
Christel;703
Christell;13
Christella;12
Christelle;23
Christersdotter;9
Christiana;40
Christiane;52
Christianna;5
Christianne;15
Christiansdotter;18
Christie;15
Christiina;149
Christin;224
Christina;6955
Christine;2077
Christine-Louise;5
Christy;5
Chro;5
Chrystal;9
Chu;5
Chun;11
Cia;176
Ciana;7
Ciara;64
Cicilia;11
Ciia;40
Ciira;5
Cilia;8
Cilla;146
Cim;5
Cina;9
Cinderella;12
Cindi;11
Cindy;213
Cinja;6
Cinna;6
Cira;34
Cirilla;5
Cita;5
Claire;121
Clara;479
Clare;27
Clarice;10
Clarissa;268
Clarisse;24
Clarita;6
Clark;5
Clary;72
Clary-Ann;16
Claude;8
Claudette;8
Claudia;871
Claudine;24
Clea;8
Cléa;5
Clementine;15
Clémentine;11
Cleo;20
Cleopatra;11
Clotilde;9
Coco;24
Colette;23
Colleen;8
Comfort;6
Con;5
Concepcion;8
Concordia;7
Cong;6
Connie;10
Constance;76
Constanza;6
Constanze;5
Consuelo;10
Cora;23
Coral;7
Coralie;10
Cordelia;16
Corina;15
Corinna;58
Corinne;91
Cornelia;176
Cosima;5
Courtney;10
Crisse;5
Crista;201
Cristal;19
Cristel;27
Cristiina;81
Cristin;22
Cristina;606
Cristine;69
Cruz;7
Crystal;34
Csilla;10
Cuc;6
Cynthia;43
Da;19
da;7
Daahir;8
Daalia;89
Daana;5
Daaria;6
Dafina;21
Dafna;8
Dafne;5
Dafni;5
Daga;15
Dagmar;698
Dagmara;6
Dagmari;5
Dagny;187
Dahabo;13
Dahir;48
Dahlia;82
Dai;6
Daina;6
Daisy;143
Dakhil;7
Dakota;14
Dalal;12
Dali;12
Dalia;91
Dalida;5
Dalila;23
Dalmar;5
Daly;5
Dalya;8
Damaris;33
Damilola;5
Damita;7
Damla;32
Dan;16
Dana;159
Danae;6
Danai;8
Danella;7
Dang;12
Dani;5
Dania;61
Danica;35
Daniel;26
Daniela;2429
Daniéla;11
Daniele;5
Daniella;211
Danielle;138
Danielsdotter;11
Danijela;7
Danika;18
Danina;7
Danira;5
Danita;10
Danja;19
Danni;5
Dansdotter;7
Danuta;23
Danya;7
Danyela;5
Dao;24
Daphne;13
Dara;17
Darcy;6
Dareia;11
Daria;318
Darin;7
Darina;42
Darja;149
Darlene;13
Darling;43
Darya;31
Daud;15
Davida;9
Davina;24
Dawn;37
Dawood;10
Dayana;8
De;33
de;34
Dea;52
Deana;7
Deanna;14
Debbie;13
Debora;62
Deborah;97
Debra;7
Decire;14
Deciré;5
Deciree;10
Decirée;9
Dede;8
Dee;9
Deego;6
Deelia;5
Deepa;6
Deeqa;17
Deeqo;17
Defne;21
Deila;5
Deka;10
del;36
Del;60
Delal;20
Delali;6
Delara;5
Delaram;5
Delfina;10
Delia;49
Delicia;7
Delila;57
Delilah;14
Delina;8
Della;13
Delphine;14
Delvin;5
Demi;59
Deng;6
Denice;118
Denisa;14
Denise;316
Denisovna;5
Denisse;5
Deniz;39
Deniza;5
Denize;9
Deone;6
Deqa;10
Deqo;7
Derin;15
Derya;40
Desideria;22
Desire;188
Desiré;263
Desirè;11
Desiree;356
Desireé;53
Desirée;239
Desiréé;5
Desirèe;7
Désirée;55
Desiren;10
Despina;17
Destiny;20
Devi;24
Devina;6
Dewi;6
Dia;21
Diamanda;6
Diamond;7
Diana;1414
Diandra;23
Diane;66
Dianna;18
Dianne;10
Diara;6
Dias;5
Diba;7
Dicle;9
Didar;7
Didem;13
Didi;5
Diellza;13
Diem;33
Diep;13
Dieu;21
Diina;18
Dijana;7
Dila;17
Dilan;45
Dilara;55
Dilay;6
Dilek;22
Dima;15
Dimitra;26
Dimitrova;15
Dina;274
Dinah;30
Dine;6
Dinh;9
Dino;7
Diona;13
Dione;10
Dionne;11
Diora;6
Disa;289
Disa-Maria;6
Dita;19
Ditte;38
Divine;17
Divya;8
Diya;10
Djamila;6
Dmitrievna;16
Do;5
Doaa;12
Doan;6
Doh;5
Dolly;43
Dolores;166
Domenica;7
Domina;5
Dominica;12
Dominika;27
Dominique;38
Domna;19
Dona;13
Donata;11
Dong;12
Donia;30
Donika;15
Donjeta;10
Donna;89
Donya;30
Doora;7
Dooris;8
Dora;135
Dóra;12
Dorcas;16
Dordi;7
Doreen;14
Dorina;14
Doris;780
Dorita;43
Dorota;23
Dorotea;109
Dorothea;145
Dorothéa;6
Dorothee;8
Dorothy;61
Dorrit;140
Dorsa;5
Dorthe;13
Dorthy;18
Dorty;5
Doruntina;6
Dounia;13
Dragana;11
Drew;5
Drita;18
Du;5
Dua;19
Duaa;10
Dudu;5
Duha;9
Dung;44
Dunia;33
Dunja;28
Dunya;21
Duong;15
Duru;6
Duyen;20
Duygu;8
Dzenana;6
Ea;113
Ebba;1069
Ebony;5
Ebru;15
Ebunoluwa;6
Ecaterina;5
Ece;7
Ecrin;8
Eda;85
Edda;78
Edea;21
Edel;47
Edelina;6
Eden;416
Edeveig;9
Edia;6
Edibe;6
Ediita;6
Ediitta;6
Edina;47
Edit;1029
Edita;87
Edith;2636
Editha;9
Edla;717
Edna;104
Edny;5
Edona;32
Eduarda;8
Edviina;20
Edvina;32
Edward;10
Edwina;20
Edyta;7
Eea;121
Eeda;82
Eeden;22
Eedi;30
Eedit;756
Eedith;59
Eedla;193
Eela;122
Eeli;20
Eelia;43
Eelin;178
Eemeli;7
Eemi;6
Eemil;15
Eena;52
Eeni;13
Eeri;22
Eerica;61
Eerika;5191
Eerin;105
Eerina;8
Eerontytär;31
Eeti;26
Eetla;46
Eetu;7
Eetuntytär;6
Eeva;27071
Eeva-Elina;8
Eeva-Helena;28
Eeva-Inkeri;14
Eeva-Johanna;10
Eeva-Kaarina;264
Eeva-Kaija;20
Eevakaisa;34
Eeva-Kaisa;305
Eeva-Kaisu;7
Eeva-Karoliina;6
Eeva-Katri;6
Eeva-Katriina;8
Eeva-Kristiina;48
Eevaleena;52
Eeva-Leena;317
Eevaliina;12
Eeva-Liina;8
Eevaliisa;81
Eeva-Liisa;3172
Eeva-Lotta;29
Eeva-Maaria;14
Eeva-Maarit;10
Eevamaija;37
Eeva-Maija;491
Eevamari;24
Eeva-Mari;68
Eevamaria;57
Eeva-Maria;652
Eeva-Marie;6
Eeva-Mariia;5
Eeva-Marita;5
Eeva-Marja;131
Eeva-Marjaana;5
Eeva-Marjatta;9
Eevantytär;10
Eeva-Reetta;15
Eeva-Riikka;33
Eeva-Riina;5
Eevariitta;12
Eeva-Riitta;302
Eeva-Sinikka;5
Eeva-Sisko;36
Eeva-Sofia;20
Eevastiina;165
Eeva-Stiina;80
Eeva-Tuulia;6
Eeva-Tuulikki;6
Eeve;8
Eevi;5399
Eevia;5
Eevi-Lotta;8
Eevi-Maria;15
Eevi-Sofia;6
Efe;5
Effi;42
Effia;44
Effie;7
Effiina;6
Efi;5
Efia;21
Efrosini;5
Efua;13
Egle;7
Egzona;23
Eh;13
Eha;17
Eida;8
Eija;21697
Eija-Anneli;11
Eija-Elina;9
Eija-Hannele;7
Eija-Helena;10
Eija-Inkeri;37
Eija-Irmeli;7
Eija-Kaarina;20
Eija-Kaisa;5
Eija-Leena;98
Eijaliisa;9
Eija-Liisa;531
Eija-Maarit;21
Eija-Maija;21
Eijamari;5
Eija-Mari;8
Eija-Maria;18
Eija-Marja;11
Eija-Riikka;7
Eija-Riina;7
Eija-Riitta;203
Eija-Sinikka;45
Eija-Sisko;16
Eija-Tuulikki;5
Eila;21693
Eila-Kaarina;9
Eila-Maija;29
Eilamaria;7
Eila-Maria;13
Eila-Riitta;6
Eila-Sisko;11
Eile;10
Eileen;51
Eili;48
Eilia;8
Eilidh;6
Eimi;139
Eina;12
Eine;2199
Eine-Liisa;7
Eini;1809
Einikki;29
Einontytär;6
Eir;10
Eira;3703
Eira-Liisa;7
Eire;8
Eirene;13
Eiri;30
Eirin;14
Eivor;639
Eja;37
Ejvor;18
Ekaterina;803
Ekaterini;18
El;7
Ela;57
Elaha;6
Elahe;8
Elaheh;5
Elaine;81
Elaisa;13
Elana;12
Elanor;73
Elba;5
Elbe;22
Elda;50
Eldina;6
Ele;8
Elea;907
Eléa;8
Eleah;6
Elean;9
Eleana;19
Eleanna;7
Eleanoora;97
Eleanor;296
Eleanora;164
Eleanore;8
Electra;9
Eleena;58
Elefteria;8
Eleftheria;8
Elegia;12
Eleia;10
Eleina;7
Elektra;30
Elen;40
Elena;5401
Eléna;13
Elene;44
Eleni;106
Elenia;8
Elenna;11
Elenoora;7
Elenor;47
Elenora;11
Elenore;5
Eleonoora;1365
Eleonor;74
Eleonora;1424
Eleonore;54
Eléonore;14
Eleri;5
Elessa;6
Elettra;10
Elfete;7
Elfi;8
Elfiina;19
Elfrida;32
Elfride;5
Elfriede;10
Elga;14
El-Githa;5
Elham;24
Eli;17
Elia;32
Eliana;181
Eliane;22
Elianna;9
Elianne;6
Elias;30
Elice;149
Elicia;26
Elida;181
Elie;5
Elif;128
Eliida;32
Eliina;2930
Eliis;7
Eliisa;7151
Eliisabet;192
Eliisabeth;22
Eliise;105
Eliisi;71
Elin;1806
Elina;64222
Elina-Maria;19
Elinantytär;5
Elinda;22
Eline;61
Elinne;7
Elinor;122
Elinora;7
Elinore;13
Eliora;12
Elis;11
Elisa;19165
Elisabet;26063
Elisabeta;5
Elisabeth;20160
Elisabetta;19
Elisa-Maria;10
Elisapet;5
Elisavet;7
Elisaveta;29
Elisbeth;5
Elise;5161
Élise;6
Eliseba;5
Elise-Maj;5
Elisenda;5
Elisha;7
Elisheva;12
Elisi;49
Elisia;31
Elissa;186
Elisse;11
Elita;15
Eliya;5
Eliza;93
Elizabet;37
Elizabeta;6
Elizabeth;1243
Elizaveta;211
Elize;9
Eljesa;6
Elka;7
Elke;32
Ella;14303
Ella-Alina;7
Ella-Amanda;6
Ella-Emilia;11
Ella-Ilona;7
Ellakaisa;5
Ella-Kaisa;15
Ella-Leena;9
Ellaliisa;8
Ella-Liisa;5
Ella-Lotta;7
Ella-Maaria;27
Ella-Maarit;5
Ellamaija;6
Ella-Maija;40
Ellamari;42
Ella-Mari;59
Ellamaria;36
Ella-Maria;210
Ella-Marie;8
Ella-Marja;8
Ellan;21
Ellanoora;53
Ella-Noora;61
Ella-Olivia;12
Ella-Reetta;6
Ella-Riikka;10
Ellariina;18
Ella-Riina;13
Ella-Roosa;18
Ella-Rosa;5
Ella-Sofia;58
Ella-Stiina;6
Ella-Tuulia;5
Elle;1725
Elle-Maaret;5
Elle-Maarit;5
Elle-Maria;10
Ellen;11259
Elleni;15
Ellen-Maria;6
Ellenoora;10
Ellenor;11
Elle-Sofia;10
Ellevi;29
Elli;10469
Elliana;6
Ellianna;6
Ellida;163
Ellie;182
Elliida;89
Elli-Ilona;16
Elliina;116
Elli-Inkeri;6
Ellika;14
Elli-Kaisa;6
Elli-Lotta;11
Elli-Maaria;7
Elli-Maarit;5
Ellimaija;38
Elli-Maija;74
Ellimari;21
Elli-Mari;25
Ellimaria;31
Elli-Maria;71
Elli-Marja;10
Ellin;9
Ellina;6
Ellinoora;984
Elli-Noora;285
Ellinor;478
Ellinora;71
Elli-Nora;10
Ellinore;28
Elliot;5
Elliott;6
Elliroosa;6
Ellis;19
Elli-Sofia;29
Elli-Veera;5
Ellu;9
Elly;98
Elma;2364
Elme;5
Elmedina;11
Elmeriina;5
Elmi;306
Elmia;5
Elmiida;10
Elmiina;644
Elmiira;59
Elmina;25
Elmira;49
Elna;980
Elna-Maria;12
Elnaz;16
Elo;20
Elodia;8
Elodie;19
Eloisa;98
Eloise;51
Eloïse;8
Elona;30
Eloni;27
Elora;10
Elouise;17
Elovena;5
Elpi;11
Elpida;6
Elsa;10527
Elsa-Maija;20
Elsa-Mari;7
Elsamaria;8
Elsa-Maria;55
Elsa-Marja;6
Elsa-Sofia;8
Elsayed;8
Elsbet;15
Elsbeth;47
Els-Beth;5
Else;1425
Elsebet;5
Elsebeth;7
Else-Britt;12
Else-Mai;14
Elsemaj;7
Else-Maj;446
Else-Mari;8
Else-Maria;10
Else-Marie;9
Else-May;42
Elsi;2106
Elsie;195
Elsie-Maj;6
Elsiina;13
Elsikki;5
Elsi-Maj;10
Elsimaria;5
Elsi-Maria;10
Elsmaj;9
Els-Maj;30
Els-Mari;5
Els-May;5
Elspeth;7
Elssa;10
Elssi;9
Elsvig;6
Elsy;8
Elva;24
Elvan;5
Elve;11
Elvi;4694
Elvia;37
Elvie;5
Elviina;36
Elviira;4122
Elvi-Maria;7
Elvin;9
Elvina;57
Elvine;13
Elvira;1450
Elvy;15
Elwa;17
Elwiira;17
Elwira;19
Elyse;10
Elysia;8
Elza;34
Elzbieta;27
Em;5
Ema;25
Emad;7
Eman;19
Emanuel;5
Emanuela;15
Embla;21
Emel;19
Emeli;12
Emelia;301
Emelie;833
Emelié;7
Emélie;6
Emeliia;9
Emeliina;145
Emelina;57
Emelinda;5
Emeline;26
Emely;23
Emerald;6
Emeraude;5
Emerentia;98
Emerentsia;6
Emeriikka;8
Emese;14
Emi;40
Emiilia;127
Emiina;17
Emil;31
Emila;25
Emile;15
Emili;150
Emilia;68824
Emília;5
Emiliana;14
Emilianna;6
Emilie;696
Emilié;11
Émilie;7
Emilii;19
Emiliia;13
Emiliina;27
Emilija;36
Emilin;5
Emilina;6
Emilja;114
Emilla;62
Emily;866
Emilyn;11
Emina;94
Emine;99
Eminna;8
Emira;17
Emma;17086
Emma-Amanda;7
Emma-Emilia;7
Emma-Helena;7
Emma-Ilona;6
Emma-Julia;18
Emma-Juulia;7
Emma-Kaarina;7
Emmakaisa;11
Emma-Kaisa;38
Emma-Karoliina;13
Emma-Katariina;5
Emmaleena;23
Emma-Leena;36
Emmaliina;64
Emma-Liina;23
Emmaliisa;11
Emma-Liisa;38
Emma-Lina;6
Emmalotta;18
Emma-Lotta;90
Emma-Maaria;8
Emma-Maria;48
Emma-Noora;13
Emmanuel;10
Emmanuela;13
Emmanuella;10
Emmanuelle;27
Emma-Olivia;6
Emma-Pauliina;7
Emma-Reeta;5
Emma-Reetta;15
Emmariikka;8
Emma-Riikka;19
Emmariina;7
Emma-Riina;10
Emma-Roosa;12
Emma-Sofia;104
Emmastiina;19
Emma-Stiina;7
Emma-Tuulia;6
Emme;7
Emmeli;11
Emmelie;39
Emmeliina;13
Emmelina;7
Emmeline;16
Emmi;9999
Emmi-Annika;5
Emmie;30
Emmi-Elina;9
Emmi-Emilia;6
Emmi-Ilona;9
Emmiina;672
Emmi-Inkeri;6
Emmi-Julia;22
Emmi-Juulia;7
Emmi-Kaisa;28
Emmi-Karoliina;11
Emmi-Leena;18
Emmiliina;10
Emmi-Liina;12
Emmi-Liisa;8
Emmilotta;18
Emmi-Lotta;90
Emmi-Maaria;9
Emmi-Maria;55
Emmina;7
Emminoora;7
Emmi-Noora;27
Emmi-Pauliina;5
Emmi-Reeta;5
Emmi-Reetta;8
Emmi-Riikka;18
Emmi-Riina;9
Emmi-Roosa;6
Emmi-Sofia;69
Emmy;243
Emna;5
Emriikka;13
Emy;9
Ena;19
Enara;5
Endla;5
Ene;33
Enea;16
Eneli;7
Engeliina;13
Engla;128
Eni;8
Enia;53
Enid;23
Enikö;7
Eniola;9
Enisa;13
Enissa;6
Enja;146
Enkeli;8
Enla;5
Enna;1421
Enna-Liina;5
Enna-Maria;5
Enna-Sofia;8
Enne;142
Ennea;10
Enneli;36
Enneliisa;5
Enne-Liisa;24
Enni;6247
Ennie;9
Enni-Ilona;5
Enniina;38
Ennika;22
Enni-Kaisa;5
Enni-Liisa;8
Enni-Lotta;13
Enni-Maija;11
Enni-Mari;6
Ennimaria;6
Enni-Maria;35
Enni-Olivia;5
Enni-Sofia;21
Ennu;5
Enny;24
Enrica;18
Enriikka;8
Enrika;20
Ensi;106
Ensilumi;6
Enya;100
Epp;8
Eppu;15
Era;17
Erda;12
Eri;6
Erica;2004
Ericka;6
Ericsdotter;6
Eriika;586
Eriikka;325
Erika;9599
Erikka;38
Eriksdotter;20
Erin;1441
Erina;51
Erinna;6
Eris;8
Erisa;7
Erita;10
Erja;5713
Erja-Leena;38
Erja-Liisa;59
Erja-Maija;8
Erja-Riitta;40
Erja-Sisko;7
Erjona;10
Erkintytär;35
Erla;15
Erlinda;10
Erma;5
Ermina;5
Ermira;9
Erna;360
Ernestine;23
Erona;5
Ertta;14
Erva;14
Ervi;5
Erza;20
Erzsébet;9
Esantytär;40
Ese;5
Esenia;7
Esi;9
Esikko;24
Esin;8
Eskontytär;19
Eslem;10
Esma;63
Esmat;6
Esme;81
Esmer;5
Esmeralda;243
Esmeray;6
Esmi;7
Esosa;10
Esperance;6
Esperanza;28
Esra;78
Esraa;7
Essa;7
Essi;7174
Essia;5
Essie;11
Essi-Elina;6
Essi-Emilia;16
Essi-Ilona;6
Essiina;16
Essi-Leena;5
Essi-Lotta;13
Essi-Mari;9
Essi-Maria;52
Essi-Noora;8
Essi-Sofia;7
Essi-Tuulia;5
Essu;6
Esta;6
Estefania;9
Estel;32
Estela;11
Estell;6
Estella;260
Estelle;458
Ester;4845
Estera;5
Esteri;6696
Esteriina;44
Esther;401
Esti;24
Estrella;9
Estrid;167
Eszter;24
Etel;244
Etelka;8
Ethel;326
Etla;6
Etna;24
Etsiina;5
Etta;100
Etti;69
Etty;7
Eudokia;17
Eufemia;169
Eufemiia;5
Eufrosiina;7
Eufrosyne;96
Eufrosyyne;9
Eugenia;105
Eugenie;36
Eugénie;10
Eulaalia;15
Eulalia;25
Eunice;50
Euniika;5
Eunika;6
Eunike;5
Eva;6347
Éva;16
Eva-Brita;6
Eva-Britt;13
Eva-Christina;14
Eva-Christine;5
Eva-Helena;12
Eva-Johanna;8
Eva-Kaarina;37
Eva-Kaisa;11
Eva-Karin;9
Eva-Katarina;5
Eva-Kristiina;8
Eva-Kristina;14
Eva-Leena;15
Eva-Lena;32
Eva-Liisa;152
Eva-Lis;9
Eva-Lisa;70
Eva-Lotta;62
Eva-Lotte;6
Eva-Maaria;5
Eva-Maarit;5
Eva-Maija;38
Eva-Maj;10
Eva-Mari;22
Evamaria;18
Eva-Maria;324
Eva-Marie;48
Eva-Marja;14
Eva-Marjatta;5
Evangelia;23
Evangelina;19
Evangeline;27
Evanna;16
Eva-Riitta;18
Eva-Sofia;10
Evastiina;21
Eva-Stiina;9
Evastina;17
Eva-Stina;73
Evdokia;5
Eve;640
Evea;10
Eveli;13
Evelia;350
Eveliia;8
Eveliina;27619
Eve-Liina;7
Eveliisa;8
Evelin;430
Evelina;1335
Eveline;90
Evella;33
Evely;11
Evelyn;447
Evelyne;14
Eve-Maria;10
Evena;70
Everiina;12
Evette;6
Evgenia;138
Evgeniia;28
Evgenija;20
Evgeniya;19
Evguenia;19
Evi;324
Evia;41
Evian;23
Evianna;22
Evie;35
Evilda;16
Evilla;11
Evin;57
Evina;9
Evita;353
Evjen;5
Evy;95
Ewa;140
Ewa-Maria;5
Ewe;6
Eweliina;12
Ewelina;17
Ewelyn;5
Ewy;6
Exenia;22
Eylem;7
Eylül;18
Eyvor;38
Ezgi;7
Ezinne;5
F;7
F.;7
Faadumo;31
Faarah;11
Fabiana;12
Fabienne;11
Fabiola;15
Fadel;5
Fadhil;12
Fadia;7
Fadila;7
Fadima;6
Faduma;28
Fadumo;172
Fadwa;5
Fahad;11
Fahdi;5
Fahima;12
Fahimeh;6
Fahmo;14
Fahrije;5
Faina;48
Faine;6
Faisa;38
Faisal;32
Faiso;7
Faith;59
Faiza;28
Faize;7
Fakher;12
Faleh;6
Familia;14
Fan;10
Fang;11
Fani;6
Fanni;2616
Fannie;11
Fanniina;16
Fanni-Lotta;7
Fanni-Maria;9
Fanni-Sofia;18
Fanny;2879
Fanny-Maria;18
Fanny-Sofia;7
Farah;143
Farahnaz;13
Faraj;8
Faranak;6
Fardowsa;43
Fardowso;10
Fardus;7
Farduus;5
Farhan;20
Farhana;13
Farhat;8
Farhia;49
Farhio;16
Farhiya;15
Farhiyo;27
Faria;6
Fariba;18
Farida;47
Farideh;11
Fariha;5
Farina;28
Farrah;8
Fartun;37
Fartuun;15
Farxiyo;5
Farzana;17
Farzaneh;10
Fatah;5
Fatbardha;6
Fatema;43
Fatemah;8
Fateme;10
Fatemeh;60
Fatha;5
Fathi;14
Fathia;5
Fathima;5
Fatiha;10
Fatima;435
Fatimah;20
Fatime;20
Fatjona;5
Fatma;104
Fatme;11
Fatmire;24
Fatna;7
Fatnan;5
Fatou;52
Fatoumata;12
Fatuma;13
Faustina;8
Favor;6
Favour;9
Fawzia;7
Fay;37
Fayak;5
Faye;32
Faysal;11
Fazile;7
Fe;6
Febe;23
Federica;17
Fedosia;7
Fee;5
Feelia;16
Fei;23
Felia;14
Felice;14
Felicia;1097
Felicitas;10
Felicity;17
Felina;6
Felisa;6
Felisia;12
Felissa;5
Felizia;6
Femmi;10
Fen;11
Fenella;7
Feng;7
Fenja;10
Feodora;11
Feodosia;14
Ferdane;7
Fereshta;7
Fereshte;5
Fereshteh;19
Feria;5
Feride;22
Fernanda;36
Feroza;5
Feryal;6
Feven;6
Fia;251
Fia-Maria;6
Fianna;12
Fidan;9
Fiia;607
Fiia-Maria;10
Fiija;5
Fiina;155
Fiinu;61
Fikrije;8
Filipa;5
Filippa;384
Filiz;17
Filomena;13
Filsan;16
Fina;15
Finja;14
Fiona;1215
Fiorella;11
Firas;5
Firdaus;6
Fitore;17
Fjolla;13
Flavia;8
Fleur;11
Floora;23
Flor;8
Flora;95
Flordeliza;5
Flore;5
Florence;120
Florencia;17
Florensia;5
Florentina;25
Florije;8
Florina;7
Florinda;5
Folasade;7
Folashade;7
Fong;7
Foos;7
Fotini;7
Fouad;11
Fouzia;7
Fowsia;12
Fowsiya;5
Fowzia;6
Fozia;6
France;7
Frances;85
Francesca;166
Franceska;11
Francilia;17
Francina;7
Francine;28
Francis;7
Francisca;39
Franciska;39
Francoise;17
Françoise;12
Franksdotter;11
Franselia;7
Fransesca;11
Franseska;10
Fransiina;126
Fransilia;46
Fransilja;20
Fransina;35
Fransisca;16
Fransiska;41
Franziska;61
Frea;5
Frederica;9
Frederiikka;6
Frederika;42
Frederike;6
Fredrica;58
Fredriika;108
Fredriikka;110
Fredrika;1263
Fredriksdotter;21
Freesia;5
Freia;29
Freija;84
Freja;373
Freya;211
Freyja;29
Fria;11
Frida;2073
Frida-Maria;11
Frideborg;37
